step_index,time_years,steps_per_year_model,call_live,put_live,call_coupon_rate_pct,put_coupon_rate_pct,call_model_daily_roll_pct,put_model_daily_roll_pct,call_completion_time_years,put_completion_time_years,call_strike_completion_per_share_usd,call_strike_pv_per_share_usd,put_strike_completion_per_share_usd,put_strike_pv_per_share_usd
642,2.547619,252,0,0,3.0,3.0,0.01173037,0.01173037,2.547619,2.547619,620.825367,620.825367,620.825367,620.825367
643,2.551587,252,0,0,3.0,3.0,0.01173037,0.01173037,2.551587,2.551587,620.898192,620.898192,620.898192,620.898192
644,2.555556,252,0,0,3.0,3.0,0.01173037,0.01173037,2.555556,2.555556,620.971026,620.971026,620.971026,620.971026
645,2.559524,252,0,0,3.0,3.0,0.01173037,0.01173037,2.559524,2.559524,621.043868,621.043868,621.043868,621.043868
646,2.563492,252,0,0,3.0,3.0,0.01173037,0.01173037,2.563492,2.563492,621.116719,621.116719,621.116719,621.116719
647,2.56746,252,0,0,3.0,3.0,0.01173037,0.01173037,2.56746,2.56746,621.189578,621.189578,621.189578,621.189578
648,2.571429,252,0,0,3.0,3.0,0.01173037,0.01173037,2.571429,2.571429,621.262446,621.262446,621.262446,621.262446
649,2.575397,252,0,0,3.0,3.0,0.01173037,0.01173037,2.575397,2.575397,621.335322,621.335322,621.335322,621.335322
650,2.579365,252,0,0,3.0,3.0,0.01173037,0.01173037,2.579365,2.579365,621.408207,621.408207,621.408207,621.408207
651,2.583333,252,0,0,3.0,3.0,0.01173037,0.01173037,2.583333,2.583333,621.481101,621.481101,621.481101,621.481101
652,2.587302,252,0,0,3.0,3.0,0.01173037,0.01173037,2.587302,2.587302,621.554003,621.554003,621.554003,621.554003
653,2.59127,252,0,0,3.0,3.0,0.01173037,0.01173037,2.59127,2.59127,621.626913,621.626913,621.626913,621.626913
654,2.595238,252,0,0,3.0,3.0,0.01173037,0.01173037,2.595238,2.595238,621.699832,621.699832,621.699832,621.699832
655,2.599206,252,0,0,3.0,3.0,0.01173037,0.01173037,2.599206,2.599206,621.77276,621.77276,621.77276,621.77276
656,2.603175,252,0,0,3.0,3.0,0.01173037,0.01173037,2.603175,2.603175,621.845696,621.845696,621.845696,621.845696
657,2.607143,252,0,0,3.0,3.0,0.01173037,0.01173037,2.607143,2.607143,621.918641,621.918641,621.918641,621.918641
658,2.611111,252,0,0,3.0,3.0,0.01173037,0.01173037,2.611111,2.611111,621.991595,621.991595,621.991595,621.991595
659,2.615079,252,0,0,3.0,3.0,0.01173037,0.01173037,2.615079,2.615079,622.064556,622.064556,622.064556,622.064556
660,2.619048,252,0,0,3.0,3.0,0.01173037,0.01173037,2.619048,2.619048,622.137527,622.137527,622.137527,622.137527
661,2.623016,252,0,0,3.0,3.0,0.01173037,0.01173037,2.623016,2.623016,622.210506,622.210506,622.210506,622.210506
662,2.626984,252,0,0,3.0,3.0,0.01173037,0.01173037,2.626984,2.626984,622.283494,622.283494,622.283494,622.283494
663,2.630952,252,0,0,3.0,3.0,0.01173037,0.01173037,2.630952,2.630952,622.35649,622.35649,622.35649,622.35649
664,2.634921,252,0,0,3.0,3.0,0.01173037,0.01173037,2.634921,2.634921,622.429495,622.429495,622.429495,622.429495
665,2.638889,252,0,0,3.0,3.0,0.01173037,0.01173037,2.638889,2.638889,622.502508,622.502508,622.502508,622.502508
666,2.642857,252,0,0,3.0,3.0,0.01173037,0.01173037,2.642857,2.642857,622.57553,622.57553,622.57553,622.57553
667,2.646825,252,0,0,3.0,3.0,0.01173037,0.01173037,2.646825,2.646825,622.64856,622.64856,622.64856,622.64856
668,2.650794,252,0,0,3.0,3.0,0.01173037,0.01173037,2.650794,2.650794,622.721599,622.721599,622.721599,622.721599
669,2.654762,252,0,0,3.0,3.0,0.01173037,0.01173037,2.654762,2.654762,622.794647,622.794647,622.794647,622.794647
670,2.65873,252,0,0,3.0,3.0,0.01173037,0.01173037,2.65873,2.65873,622.867703,622.867703,622.867703,622.867703
671,2.662698,252,0,0,3.0,3.0,0.01173037,0.01173037,2.662698,2.662698,622.940767,622.940767,622.940767,622.940767
672,2.666667,252,0,0,3.0,3.0,0.01173037,0.01173037,2.666667,2.666667,623.013841,623.013841,623.013841,623.013841
673,2.670635,252,0,0,3.0,3.0,0.01173037,0.01173037,2.670635,2.670635,623.086923,623.086923,623.086923,623.086923
674,2.674603,252,0,0,3.0,3.0,0.01173037,0.01173037,2.674603,2.674603,623.160013,623.160013,623.160013,623.160013
675,2.678571,252,0,0,3.0,3.0,0.01173037,0.01173037,2.678571,2.678571,623.233112,623.233112,623.233112,623.233112
676,2.68254,252,0,0,3.0,3.0,0.01173037,0.01173037,2.68254,2.68254,623.30622,623.30622,623.30622,623.30622
677,2.686508,252,0,0,3.0,3.0,0.01173037,0.01173037,2.686508,2.686508,623.379336,623.379336,623.379336,623.379336
678,2.690476,252,0,0,3.0,3.0,0.01173037,0.01173037,2.690476,2.690476,623.45246,623.45246,623.45246,623.45246
679,2.694444,252,0,0,3.0,3.0,0.01173037,0.01173037,2.694444,2.694444,623.525594,623.525594,623.525594,623.525594
680,2.698413,252,0,0,3.0,3.0,0.01173037,0.01173037,2.698413,2.698413,623.598736,623.598736,623.598736,623.598736
681,2.702381,252,0,0,3.0,3.0,0.01173037,0.01173037,2.702381,2.702381,623.671886,623.671886,623.671886,623.671886
682,2.706349,252,0,0,3.0,3.0,0.01173037,0.01173037,2.706349,2.706349,623.745045,623.745045,623.745045,623.745045
683,2.710317,252,0,0,3.0,3.0,0.01173037,0.01173037,2.710317,2.710317,623.818213,623.818213,623.818213,623.818213
684,2.714286,252,0,0,3.0,3.0,0.01173037,0.01173037,2.714286,2.714286,623.891389,623.891389,623.891389,623.891389
685,2.718254,252,0,0,3.0,3.0,0.01173037,0.01173037,2.718254,2.718254,623.964574,623.964574,623.964574,623.964574
686,2.722222,252,0,0,3.0,3.0,0.01173037,0.01173037,2.722222,2.722222,624.037767,624.037767,624.037767,624.037767
687,2.72619,252,0,0,3.0,3.0,0.01173037,0.01173037,2.72619,2.72619,624.110969,624.110969,624.110969,624.110969
688,2.730159,252,0,0,3.0,3.0,0.01173037,0.01173037,2.730159,2.730159,624.184179,624.184179,624.184179,624.184179
689,2.734127,252,0,0,3.0,3.0,0.01173037,0.01173037,2.734127,2.734127,624.257399,624.257399,624.257399,624.257399
690,2.738095,252,0,0,3.0,3.0,0.01173037,0.01173037,2.738095,2.738095,624.330626,624.330626,624.330626,624.330626
691,2.742063,252,0,0,3.0,3.0,0.01173037,0.01173037,2.742063,2.742063,624.403863,624.403863,624.403863,624.403863
692,2.746032,252,0,0,3.0,3.0,0.01173037,0.01173037,2.746032,2.746032,624.477107,624.477107,624.477107,624.477107
693,2.75,252,0,0,3.0,3.0,0.01173037,0.01173037,2.75,2.75,624.550361,624.550361,624.550361,624.550361
694,2.753968,252,0,0,3.0,3.0,0.01173037,0.01173037,2.753968,2.753968,624.623623,624.623623,624.623623,624.623623
695,2.757937,252,0,0,3.0,3.0,0.01173037,0.01173037,2.757937,2.757937,624.696894,624.696894,624.696894,624.696894
696,2.761905,252,0,0,3.0,3.0,0.01173037,0.01173037,2.761905,2.761905,624.770173,624.770173,624.770173,624.770173
697,2.765873,252,0,0,3.0,3.0,0.01173037,0.01173037,2.765873,2.765873,624.843461,624.843461,624.843461,624.843461
698,2.769841,252,0,0,3.0,3.0,0.01173037,0.01173037,2.769841,2.769841,624.916757,624.916757,624.916757,624.916757
699,2.77381,252,0,0,3.0,3.0,0.01173037,0.01173037,2.77381,2.77381,624.990062,624.990062,624.990062,624.990062
700,2.777778,252,0,0,3.0,3.0,0.01173037,0.01173037,2.777778,2.777778,625.063376,625.063376,625.063376,625.063376
701,2.781746,252,0,0,3.0,3.0,0.01173037,0.01173037,2.781746,2.781746,625.136698,625.136698,625.136698,625.136698
702,2.785714,252,0,0,3.0,3.0,0.01173037,0.01173037,2.785714,2.785714,625.210029,625.210029,625.210029,625.210029
703,2.789683,252,0,0,3.0,3.0,0.01173037,0.01173037,2.789683,2.789683,625.283369,625.283369,625.283369,625.283369
704,2.793651,252,0,0,3.0,3.0,0.01173037,0.01173037,2.793651,2.793651,625.356717,625.356717,625.356717,625.356717
705,2.797619,252,0,0,3.0,3.0,0.01173037,0.01173037,2.797619,2.797619,625.430073,625.430073,625.430073,625.430073
706,2.801587,252,0,0,3.0,3.0,0.01173037,0.01173037,2.801587,2.801587,625.503439,625.503439,625.503439,625.503439
707,2.805556,252,0,0,3.0,3.0,0.01173037,0.01173037,2.805556,2.805556,625.576812,625.576812,625.576812,625.576812
708,2.809524,252,0,0,3.0,3.0,0.01173037,0.01173037,2.809524,2.809524,625.650195,625.650195,625.650195,625.650195
709,2.813492,252,0,0,3.0,3.0,0.01173037,0.01173037,2.813492,2.813492,625.723586,625.723586,625.723586,625.723586
710,2.81746,252,0,0,3.0,3.0,0.01173037,0.01173037,2.81746,2.81746,625.796986,625.796986,625.796986,625.796986
711,2.821429,252,0,0,3.0,3.0,0.01173037,0.01173037,2.821429,2.821429,625.870394,625.870394,625.870394,625.870394
712,2.825397,252,0,0,3.0,3.0,0.01173037,0.01173037,2.825397,2.825397,625.943811,625.943811,625.943811,625.943811
713,2.829365,252,0,0,3.0,3.0,0.01173037,0.01173037,2.829365,2.829365,626.017236,626.017236,626.017236,626.017236
714,2.833333,252,0,0,3.0,3.0,0.01173037,0.01173037,2.833333,2.833333,626.090671,626.090671,626.090671,626.090671
715,2.837302,252,0,0,3.0,3.0,0.01173037,0.01173037,2.837302,2.837302,626.164113,626.164113,626.164113,626.164113
716,2.84127,252,0,0,3.0,3.0,0.01173037,0.01173037,2.84127,2.84127,626.237565,626.237565,626.237565,626.237565
717,2.845238,252,0,0,3.0,3.0,0.01173037,0.01173037,2.845238,2.845238,626.311025,626.311025,626.311025,626.311025
718,2.849206,252,0,0,3.0,3.0,0.01173037,0.01173037,2.849206,2.849206,626.384493,626.384493,626.384493,626.384493
719,2.853175,252,0,0,3.0,3.0,0.01173037,0.01173037,2.853175,2.853175,626.457971,626.457971,626.457971,626.457971
720,2.857143,252,0,0,3.0,3.0,0.01173037,0.01173037,2.857143,2.857143,626.531456,626.531456,626.531456,626.531456
721,2.861111,252,0,0,3.0,3.0,0.01173037,0.01173037,2.861111,2.861111,626.604951,626.604951,626.604951,626.604951
722,2.865079,252,0,0,3.0,3.0,0.01173037,0.01173037,2.865079,2.865079,626.678454,626.678454,626.678454,626.678454
723,2.869048,252,0,0,3.0,3.0,0.01173037,0.01173037,2.869048,2.869048,626.751966,626.751966,626.751966,626.751966
724,2.873016,252,0,0,3.0,3.0,0.01173037,0.01173037,2.873016,2.873016,626.825486,626.825486,626.825486,626.825486
725,2.876984,252,0,0,3.0,3.0,0.01173037,0.01173037,2.876984,2.876984,626.899015,626.899015,626.899015,626.899015
726,2.880952,252,0,0,3.0,3.0,0.01173037,0.01173037,2.880952,2.880952,626.972553,626.972553,626.972553,626.972553
727,2.884921,252,0,0,3.0,3.0,0.01173037,0.01173037,2.884921,2.884921,627.046099,627.046099,627.046099,627.046099
728,2.888889,252,0,0,3.0,3.0,0.01173037,0.01173037,2.888889,2.888889,627.119654,627.119654,627.119654,627.119654
729,2.892857,252,0,0,3.0,3.0,0.01173037,0.01173037,2.892857,2.892857,627.193217,627.193217,627.193217,627.193217
730,2.896825,252,0,0,3.0,3.0,0.01173037,0.01173037,2.896825,2.896825,627.266789,627.266789,627.266789,627.266789
731,2.900794,252,0,0,3.0,3.0,0.01173037,0.01173037,2.900794,2.900794,627.34037,627.34037,627.34037,627.34037
732,2.904762,252,0,0,3.0,3.0,0.01173037,0.01173037,2.904762,2.904762,627.413959,627.413959,627.413959,627.413959
733,2.90873,252,0,0,3.0,3.0,0.01173037,0.01173037,2.90873,2.90873,627.487557,627.487557,627.487557,627.487557
734,2.912698,252,0,0,3.0,3.0,0.01173037,0.01173037,2.912698,2.912698,627.561164,627.561164,627.561164,627.561164
735,2.916667,252,0,0,3.0,3.0,0.01173037,0.01173037,2.916667,2.916667,627.634779,627.634779,627.634779,627.634779
736,2.920635,252,0,0,3.0,3.0,0.01173037,0.01173037,2.920635,2.920635,627.708403,627.708403,627.708403,627.708403
737,2.924603,252,0,0,3.0,3.0,0.01173037,0.01173037,2.924603,2.924603,627.782036,627.782036,627.782036,627.782036
738,2.928571,252,0,0,3.0,3.0,0.01173037,0.01173037,2.928571,2.928571,627.855677,627.855677,627.855677,627.855677
739,2.93254,252,0,0,3.0,3.0,0.01173037,0.01173037,2.93254,2.93254,627.929326,627.929326,627.929326,627.929326
740,2.936508,252,0,0,3.0,3.0,0.01173037,0.01173037,2.936508,2.936508,628.002985,628.002985,628.002985,628.002985
741,2.940476,252,0,0,3.0,3.0,0.01173037,0.01173037,2.940476,2.940476,628.076652,628.076652,628.076652,628.076652
742,2.944444,252,0,0,3.0,3.0,0.01173037,0.01173037,2.944444,2.944444,628.150328,628.150328,628.150328,628.150328
743,2.948413,252,0,0,3.0,3.0,0.01173037,0.01173037,2.948413,2.948413,628.224012,628.224012,628.224012,628.224012
744,2.952381,252,0,0,3.0,3.0,0.01173037,0.01173037,2.952381,2.952381,628.297705,628.297705,628.297705,628.297705
745,2.956349,252,0,0,3.0,3.0,0.01173037,0.01173037,2.956349,2.956349,628.371407,628.371407,628.371407,628.371407
746,2.960317,252,0,0,3.0,3.0,0.01173037,0.01173037,2.960317,2.960317,628.445117,628.445117,628.445117,628.445117
747,2.964286,252,0,0,3.0,3.0,0.01173037,0.01173037,2.964286,2.964286,628.518836,628.518836,628.518836,628.518836
748,2.968254,252,0,0,3.0,3.0,0.01173037,0.01173037,2.968254,2.968254,628.592564,628.592564,628.592564,628.592564
749,2.972222,252,0,0,3.0,3.0,0.01173037,0.01173037,2.972222,2.972222,628.6663,628.6663,628.6663,628.6663
750,2.97619,252,0,0,3.0,3.0,0.01173037,0.01173037,2.97619,2.97619,628.740045,628.740045,628.740045,628.740045
751,2.980159,252,0,0,3.0,3.0,0.01173037,0.01173037,2.980159,2.980159,628.813798,628.813798,628.813798,628.813798
752,2.984127,252,0,0,3.0,3.0,0.01173037,0.01173037,2.984127,2.984127,628.88756,628.88756,628.88756,628.88756
753,2.988095,252,0,0,3.0,3.0,0.01173037,0.01173037,2.988095,2.988095,628.961331,628.961331,628.961331,628.961331
754,2.992063,252,0,0,3.0,3.0,0.01173037,0.01173037,2.992063,2.992063,629.035111,629.035111,629.035111,629.035111
755,2.996032,252,0,0,3.0,3.0,0.01173037,0.01173037,2.996032,2.996032,629.108899,629.108899,629.108899,629.108899
756,3.0,252,1,0,3.0,3.0,0.01173037,0.01173037,3.0,3.0,629.182696,629.182696,629.182696,629.182696
757,3.003968,252,1,0,4.2,4.1,0.0163275,0.01594643,3.003968,3.003968,629.285426,629.285426,629.283028,629.283028
758,3.007937,252,1,0,4.2,4.1,0.0163275,0.01594643,3.007937,3.007937,629.388172,629.388172,629.383376,629.383376
759,3.011905,252,1,0,4.2,4.1,0.0163275,0.01594643,3.011905,3.011905,629.490936,629.490936,629.48374,629.48374
760,3.015873,252,1,0,4.2,4.1,0.0163275,0.01594643,3.015873,3.015873,629.593716,629.593716,629.58412,629.58412
761,3.019841,252,1,0,4.2,4.1,0.0163275,0.01594643,3.019841,3.019841,629.696513,629.696513,629.684517,629.684517
762,3.02381,252,1,0,4.2,4.1,0.0163275,0.01594643,3.02381,3.02381,629.799326,629.799326,629.784929,629.784929
763,3.027778,252,1,0,4.2,4.1,0.0163275,0.01594643,3.027778,3.027778,629.902157,629.902157,629.885357,629.885357
764,3.031746,252,1,0,4.2,4.1,0.0163275,0.01594643,3.031746,3.031746,630.005004,630.005004,629.985801,629.985801
765,3.035714,252,1,0,4.2,4.1,0.0163275,0.01594643,3.035714,3.035714,630.107868,630.107868,630.086261,630.086261
766,3.039683,252,1,0,4.2,4.1,0.0163275,0.01594643,3.039683,3.039683,630.210749,630.210749,630.186738,630.186738
767,3.043651,252,1,0,4.2,4.1,0.0163275,0.01594643,3.043651,3.043651,630.313647,630.313647,630.28723,630.28723
768,3.047619,252,1,0,4.2,4.1,0.0163275,0.01594643,3.047619,3.047619,630.416561,630.416561,630.387738,630.387738
769,3.051587,252,1,0,4.2,4.1,0.0163275,0.01594643,3.051587,3.051587,630.519492,630.519492,630.488262,630.488262
770,3.055556,252,1,0,4.2,4.1,0.0163275,0.01594643,3.055556,3.055556,630.62244,630.62244,630.588803,630.588803
771,3.059524,252,1,0,4.2,4.1,0.0163275,0.01594643,3.059524,3.059524,630.725405,630.725405,630.689359,630.689359
772,3.063492,252,1,0,4.2,4.1,0.0163275,0.01594643,3.063492,3.063492,630.828387,630.828387,630.789932,630.789932
773,3.06746,252,1,0,4.2,4.1,0.0163275,0.01594643,3.06746,3.06746,630.931386,630.931386,630.89052,630.89052
774,3.071429,252,1,0,4.2,4.1,0.0163275,0.01594643,3.071429,3.071429,631.034401,631.034401,630.991125,630.991125
775,3.075397,252,1,0,4.2,4.1,0.0163275,0.01594643,3.075397,3.075397,631.137433,631.137433,631.091745,631.091745
776,3.079365,252,1,0,4.2,4.1,0.0163275,0.01594643,3.079365,3.079365,631.240482,631.240482,631.192382,631.192382
777,3.083333,252,1,0,4.2,4.1,0.0163275,0.01594643,3.083333,3.083333,631.343548,631.343548,631.293034,631.293034
778,3.087302,252,1,0,4.2,4.1,0.0163275,0.01594643,3.087302,3.087302,631.44663,631.44663,631.393703,631.393703
779,3.09127,252,1,0,4.2,4.1,0.0163275,0.01594643,3.09127,3.09127,631.54973,631.54973,631.494388,631.494388
780,3.095238,252,1,0,4.2,4.1,0.0163275,0.01594643,3.095238,3.095238,631.652846,631.652846,631.595088,631.595088
781,3.099206,252,1,0,4.2,4.1,0.0163275,0.01594643,3.099206,3.099206,631.755979,631.755979,631.695805,631.695805
782,3.103175,252,1,0,4.2,4.1,0.0163275,0.01594643,3.103175,3.103175,631.859129,631.859129,631.796538,631.796538
783,3.107143,252,1,0,4.2,4.1,0.0163275,0.01594643,3.107143,3.107143,631.962296,631.962296,631.897287,631.897287
784,3.111111,252,1,0,4.2,4.1,0.0163275,0.01594643,3.111111,3.111111,632.06548,632.06548,631.998052,631.998052
785,3.115079,252,1,0,4.2,4.1,0.0163275,0.01594643,3.115079,3.115079,632.16868,632.16868,632.098833,632.098833
786,3.119048,252,1,0,4.2,4.1,0.0163275,0.01594643,3.119048,3.119048,632.271898,632.271898,632.19963,632.19963
787,3.123016,252,1,0,4.2,4.1,0.0163275,0.01594643,3.123016,3.123016,632.375132,632.375132,632.300444,632.300444
788,3.126984,252,1,0,4.2,4.1,0.0163275,0.01594643,3.126984,3.126984,632.478383,632.478383,632.401273,632.401273
789,3.130952,252,1,0,4.2,4.1,0.0163275,0.01594643,3.130952,3.130952,632.581651,632.581651,632.502118,632.502118
790,3.134921,252,1,0,4.2,4.1,0.0163275,0.01594643,3.134921,3.134921,632.684935,632.684935,632.60298,632.60298
791,3.138889,252,1,0,4.2,4.1,0.0163275,0.01594643,3.138889,3.138889,632.788237,632.788237,632.703857,632.703857
792,3.142857,252,1,0,4.2,4.1,0.0163275,0.01594643,3.142857,3.142857,632.891556,632.891556,632.804751,632.804751
793,3.146825,252,1,0,4.2,4.1,0.0163275,0.01594643,3.146825,3.146825,632.994891,632.994891,632.905661,632.905661
794,3.150794,252,1,0,4.2,4.1,0.0163275,0.01594643,3.150794,3.150794,633.098243,633.098243,633.006587,633.006587
795,3.154762,252,1,0,4.2,4.1,0.0163275,0.01594643,3.154762,3.154762,633.201612,633.201612,633.107529,633.107529
796,3.15873,252,1,0,4.2,4.1,0.0163275,0.01594643,3.15873,3.15873,633.304998,633.304998,633.208487,633.208487
797,3.162698,252,1,0,4.2,4.1,0.0163275,0.01594643,3.162698,3.162698,633.408401,633.408401,633.309461,633.309461
798,3.166667,252,1,0,4.2,4.1,0.0163275,0.01594643,3.166667,3.166667,633.511821,633.511821,633.410451,633.410451
799,3.170635,252,1,0,4.2,4.1,0.0163275,0.01594643,3.170635,3.170635,633.615258,633.615258,633.511457,633.511457
800,3.174603,252,1,0,4.2,4.1,0.0163275,0.01594643,3.174603,3.174603,633.718711,633.718711,633.61248,633.61248
801,3.178571,252,1,0,4.2,4.1,0.0163275,0.01594643,3.178571,3.178571,633.822182,633.822182,633.713518,633.713518
802,3.18254,252,1,0,4.2,4.1,0.0163275,0.01594643,3.18254,3.18254,633.925669,633.925669,633.814573,633.814573
803,3.186508,252,1,0,4.2,4.1,0.0163275,0.01594643,3.186508,3.186508,634.029173,634.029173,633.915644,633.915644
804,3.190476,252,1,0,4.2,4.1,0.0163275,0.01594643,3.190476,3.190476,634.132694,634.132694,634.016731,634.016731
805,3.194444,252,1,0,4.2,4.1,0.0163275,0.01594643,3.194444,3.194444,634.236232,634.236232,634.117834,634.117834
806,3.198413,252,1,0,4.2,4.1,0.0163275,0.01594643,3.198413,3.198413,634.339787,634.339787,634.218953,634.218953
807,3.202381,252,1,0,4.2,4.1,0.0163275,0.01594643,3.202381,3.202381,634.443359,634.443359,634.320088,634.320088
808,3.206349,252,1,0,4.2,4.1,0.0163275,0.01594643,3.206349,3.206349,634.546948,634.546948,634.421239,634.421239
809,3.210317,252,1,0,4.2,4.1,0.0163275,0.01594643,3.210317,3.210317,634.650553,634.650553,634.522407,634.522407
810,3.214286,252,1,0,4.2,4.1,0.0163275,0.01594643,3.214286,3.214286,634.754176,634.754176,634.623591,634.623591
811,3.218254,252,1,0,4.2,4.1,0.0163275,0.01594643,3.218254,3.218254,634.857816,634.857816,634.72479,634.72479
812,3.222222,252,1,0,4.2,4.1,0.0163275,0.01594643,3.222222,3.222222,634.961472,634.961472,634.826006,634.826006
813,3.22619,252,1,0,4.2,4.1,0.0163275,0.01594643,3.22619,3.22619,635.065145,635.065145,634.927238,634.927238
814,3.230159,252,1,0,4.2,4.1,0.0163275,0.01594643,3.230159,3.230159,635.168836,635.168836,635.028487,635.028487
815,3.234127,252,1,0,4.2,4.1,0.0163275,0.01594643,3.234127,3.234127,635.272543,635.272543,635.129751,635.129751
816,3.238095,252,1,0,4.2,4.1,0.0163275,0.01594643,3.238095,3.238095,635.376267,635.376267,635.231031,635.231031
817,3.242063,252,1,0,4.2,4.1,0.0163275,0.01594643,3.242063,3.242063,635.480008,635.480008,635.332328,635.332328
818,3.246032,252,1,0,4.2,4.1,0.0163275,0.01594643,3.246032,3.246032,635.583766,635.583766,635.433641,635.433641
819,3.25,252,1,0,4.2,4.1,0.0163275,0.01594643,3.25,3.25,635.687541,635.687541,635.53497,635.53497
820,3.253968,252,1,0,4.2,4.1,0.0163275,0.01594643,3.253968,3.253968,635.791333,635.791333,635.636315,635.636315
821,3.257937,252,1,0,4.2,4.1,0.0163275,0.01594643,3.257937,3.257937,635.895142,635.895142,635.737676,635.737676
822,3.261905,252,1,0,4.2,4.1,0.0163275,0.01594643,3.261905,3.261905,635.998967,635.998967,635.839054,635.839054
823,3.265873,252,1,0,4.2,4.1,0.0163275,0.01594643,3.265873,3.265873,636.10281,636.10281,635.940447,635.940447
824,3.269841,252,1,0,4.2,4.1,0.0163275,0.01594643,3.269841,3.269841,636.20667,636.20667,636.041857,636.041857
825,3.27381,252,1,0,4.2,4.1,0.0163275,0.01594643,3.27381,3.27381,636.310546,636.310546,636.143283,636.143283
826,3.277778,252,1,0,4.2,4.1,0.0163275,0.01594643,3.277778,3.277778,636.41444,636.41444,636.244725,636.244725
827,3.281746,252,1,0,4.2,4.1,0.0163275,0.01594643,3.281746,3.281746,636.518351,636.518351,636.346183,636.346183
828,3.285714,252,1,0,4.2,4.1,0.0163275,0.01594643,3.285714,3.285714,636.622278,636.622278,636.447658,636.447658
829,3.289683,252,1,0,4.2,4.1,0.0163275,0.01594643,3.289683,3.289683,636.726223,636.726223,636.549148,636.549148
830,3.293651,252,1,0,4.2,4.1,0.0163275,0.01594643,3.293651,3.293651,636.830184,636.830184,636.650655,636.650655
831,3.297619,252,1,0,4.2,4.1,0.0163275,0.01594643,3.297619,3.297619,636.934163,636.934163,636.752178,636.752178
832,3.301587,252,1,0,4.2,4.1,0.0163275,0.01594643,3.301587,3.301587,637.038158,637.038158,636.853718,636.853718
833,3.305556,252,1,0,4.2,4.1,0.0163275,0.01594643,3.305556,3.305556,637.14217,637.14217,636.955273,636.955273
834,3.309524,252,1,0,4.2,4.1,0.0163275,0.01594643,3.309524,3.309524,637.2462,637.2462,637.056845,637.056845
835,3.313492,252,1,0,4.2,4.1,0.0163275,0.01594643,3.313492,3.313492,637.350246,637.350246,637.158432,637.158432
836,3.31746,252,1,0,4.2,4.1,0.0163275,0.01594643,3.31746,3.31746,637.45431,637.45431,637.260036,637.260036
837,3.321429,252,1,0,4.2,4.1,0.0163275,0.01594643,3.321429,3.321429,637.55839,637.55839,637.361657,637.361657
838,3.325397,252,1,0,4.2,4.1,0.0163275,0.01594643,3.325397,3.325397,637.662487,637.662487,637.463293,637.463293
839,3.329365,252,1,0,4.2,4.1,0.0163275,0.01594643,3.329365,3.329365,637.766602,637.766602,637.564946,637.564946
840,3.333333,252,1,0,4.2,4.1,0.0163275,0.01594643,3.333333,3.333333,637.870733,637.870733,637.666614,637.666614
841,3.337302,252,1,0,4.2,4.1,0.0163275,0.01594643,3.337302,3.337302,637.974881,637.974881,637.768299,637.768299
842,3.34127,252,1,0,4.2,4.1,0.0163275,0.01594643,3.34127,3.34127,638.079047,638.079047,637.870001,637.870001
843,3.345238,252,1,0,4.2,4.1,0.0163275,0.01594643,3.345238,3.345238,638.183229,638.183229,637.971718,637.971718
844,3.349206,252,1,0,4.2,4.1,0.0163275,0.01594643,3.349206,3.349206,638.287428,638.287428,638.073452,638.073452
845,3.353175,252,1,0,4.2,4.1,0.0163275,0.01594643,3.353175,3.353175,638.391645,638.391645,638.175202,638.175202
846,3.357143,252,1,0,4.2,4.1,0.0163275,0.01594643,3.357143,3.357143,638.495878,638.495878,638.276968,638.276968
847,3.361111,252,1,0,4.2,4.1,0.0163275,0.01594643,3.361111,3.361111,638.600129,638.600129,638.37875,638.37875
848,3.365079,252,1,0,4.2,4.1,0.0163275,0.01594643,3.365079,3.365079,638.704396,638.704396,638.480549,638.480549
849,3.369048,252,1,0,4.2,4.1,0.0163275,0.01594643,3.369048,3.369048,638.808681,638.808681,638.582364,638.582364
850,3.373016,252,1,0,4.2,4.1,0.0163275,0.01594643,3.373016,3.373016,638.912982,638.912982,638.684195,638.684195
851,3.376984,252,1,0,4.2,4.1,0.0163275,0.01594643,3.376984,3.376984,639.017301,639.017301,638.786042,638.786042
852,3.380952,252,1,0,4.2,4.1,0.0163275,0.01594643,3.380952,3.380952,639.121636,639.121636,638.887906,638.887906
853,3.384921,252,1,0,4.2,4.1,0.0163275,0.01594643,3.384921,3.384921,639.225989,639.225989,638.989785,638.989785
854,3.388889,252,1,0,4.2,4.1,0.0163275,0.01594643,3.388889,3.388889,639.330358,639.330358,639.091681,639.091681
855,3.392857,252,1,0,4.2,4.1,0.0163275,0.01594643,3.392857,3.392857,639.434745,639.434745,639.193594,639.193594
856,3.396825,252,1,0,4.2,4.1,0.0163275,0.01594643,3.396825,3.396825,639.539149,639.539149,639.295522,639.295522
857,3.400794,252,1,0,4.2,4.1,0.0163275,0.01594643,3.400794,3.400794,639.643569,639.643569,639.397467,639.397467
858,3.404762,252,1,0,4.2,4.1,0.0163275,0.01594643,3.404762,3.404762,639.748007,639.748007,639.499428,639.499428
859,3.40873,252,1,0,4.2,4.1,0.0163275,0.01594643,3.40873,3.40873,639.852462,639.852462,639.601405,639.601405
860,3.412698,252,1,0,4.2,4.1,0.0163275,0.01594643,3.412698,3.412698,639.956934,639.956934,639.703399,639.703399
